comment_id,post_id,platform,comment_text,user,likes,date
522,132,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@hubbardrebecca_Security Engineer,49,2024-06-15
523,133,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@nielsenrandy_CIO,80,2025-01-13
524,133,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@antonio96_CIO,61,2025-01-13
525,133,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@elliscrystal_CTO,35,2025-01-15
526,133,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@hshaw_CTO,41,2025-01-14
527,134,Facebook,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@lawrencejason_CIO,81,2024-09-12
528,134,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@philliprivera_CTO,57,2024-09-12
529,134,Facebook,Pricing for enterprises?,@svillegas_CIO,73,2024-09-10
530,135,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@wlopez_CIO,13,2025-02-22
531,135,Twitter,SIEM integration works flawlessly,@janicewright_CIO,45,2025-02-21
532,135,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@jeff29_CIO,85,2025-02-22
533,135,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@nicolejacobs_CIO,18,2025-02-22
534,135,Twitter,Terraform provider available?,@whitemark_Cloud Architect,33,2025-02-22
535,136,Twitter,"SLA breach during {fake.random_element(['migration','pen test'])}",@dpatton_Cloud Architect,78,2025-03-24
536,136,Twitter,"SLA breach during {fake.random_element(['migration','pen test'])}",@pallen_CIO,36,2025-03-24
537,136,Twitter,"SLA breach during {fake.random_element(['migration','pen test'])}",@samantha46_Security Engineer,28,2025-03-25
538,137,LinkedIn,Pricing for non-profits?,@hfischer_Cloud Architect,47,2024-10-05
539,137,LinkedIn,Deployed this across our 24 locations!,@ianhernandez_CTO,28,2024-10-06
540,137,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@vhenderson_CTO,33,2024-10-05
541,137,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@davidwright_Security Engineer,67,2024-10-05
542,138,Twitter,SIEM compatibility issues in v2.1,@daniellemiller_CTO,29,2025-02-04
543,138,Twitter,Kubernetes integration works flawlessly,@ellenwilson_CIO,1,2025-02-04
544,138,Twitter,LLM integration works flawlessly,@wespinoza_CTO,39,2025-02-04
545,138,Twitter,Deployed this across our 16 locations!,@davisrobert_Security Engineer,13,2025-02-03
546,138,Twitter,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@dwilliams_Cloud Architect,67,2025-02-05
547,139,LinkedIn,Zero Trust integration works flawlessly,@grace13_CIO,53,2025-03-05
548,139,LinkedIn,Deployed this across our 26 locations!,@upowell_CTO,43,2025-03-05
549,139,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@stacey54_Security Engineer,29,2025-03-05
550,139,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@charlesgregory_CIO,16,2025-03-05
551,140,Twitter,"SLA breach during {fake.random_element(['migration','pen test'])}",@hermanedgar_Security Engineer,56,2025-02-05
552,140,Twitter,IaC compatibility issues in v3.0,@klewis_Cloud Architect,80,2025-02-05
553,140,Twitter,Deployed this across our 16 locations!,@rsilva_CTO,78,2025-02-05
554,140,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@waynejohnson_CTO,66,2025-02-05
555,141,LinkedIn,Kubernetes integration works flawlessly,@flove_Security Engineer,53,2024-08-19
556,141,LinkedIn,Zero Trust compatibility issues in v3.0,@michelleelliott_CTO,18,2024-08-20
557,141,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@christiangarza_CTO,8,2024-08-19
558,142,Facebook,LLM compatibility issues in v3.0,@ryanbrittany_Security Engineer,36,2025-03-31
559,142,Facebook,Deployed this across our 27 locations!,@hancockjulia_CIO,66,2025-03-29
560,142,Facebook,Pricing for non-profits?,@mschwartz_Security Engineer,79,2025-03-29
561,142,Facebook,SIEM compatibility issues in v2.1,@luke61_Security Engineer,67,2025-03-31
562,143,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@kylewalker_CIO,78,2024-11-19
563,143,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@douglaswilliams_Cloud Architect,62,2024-11-19
564,143,Twitter,Zero Trust integration works flawlessly,@haynesruth_Security Engineer,95,2024-11-19
565,143,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@nancybuckley_CTO,92,2024-11-19
566,143,Twitter,Deployed this across our 24 locations!,@warnerjames_CTO,48,2024-11-17
567,144,Twitter,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@kimberly79_Security Engineer,45,2024-10-09
568,144,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@morganjeremy_CTO,96,2024-10-09
569,144,Twitter,Deployed this across our 26 locations!,@alexander81_Cloud Architect,99,2024-10-08
570,145,LinkedIn,Pricing for non-profits?,@staceyrobinson_Cloud Architect,92,2025-01-04
571,145,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@cantrelldominic_CIO,29,2025-01-05
572,145,LinkedIn,Deployed this across our 25 locations!,@denise80_Cloud Architect,87,2025-01-06
573,145,LinkedIn,Zero Trust integration works flawlessly,@james96_CTO,64,2025-01-05
574,145,LinkedIn,LLM integration works flawlessly,@zchase_Cloud Architect,86,2025-01-05
575,146,LinkedIn,LLM compatibility issues in v2.1,@nguyendonald_Cloud Architect,13,2025-01-10
576,146,LinkedIn,Pricing for enterprises?,@kevindillon_CTO,16,2025-01-10
577,146,LinkedIn,LLM compatibility issues in v3.0,@johnsongabriel_Cloud Architect,59,2025-01-09
578,146,LinkedIn,Zero Trust compatibility issues in v3.0,@stephanie86_Cloud Architect,11,2025-01-10
579,147,Twitter,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@daniellehart_CTO,50,2024-09-10
580,147,Twitter,Zero Trust compatibility issues in v2.1,@tasha99_CTO,18,2024-09-09
581,147,Twitter,Kubernetes integration works flawlessly,@malexander_CIO,67,2024-09-09
582,148,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@sramirez_Security Engineer,45,2024-08-22
583,148,Twitter,IaC compatibility issues in v3.0,@travisgarcia_CTO,13,2024-08-24
584,148,Twitter,IaC integration works flawlessly,@fjohnson_CIO,22,2024-08-23
585,148,Twitter,Pricing for enterprises?,@martinezdaniel_Cloud Architect,53,2024-08-24
586,148,Twitter,Deployed this across our 41 locations!,@mathisronald_CTO,23,2024-08-24
587,149,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@vfisher_Cloud Architect,84,2024-10-07
588,149,Twitter,Kubernetes integration works flawlessly,@kimberly36_CIO,76,2024-10-06
589,149,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@zperez_Security Engineer,1,2024-10-06
590,149,Twitter,Pricing for non-profits?,@danielduke_CTO,70,2024-10-06
591,150,LinkedIn,Deployed this across our 24 locations!,@mark44_CIO,5,2024-05-31
592,150,LinkedIn,Deployed this across our 15 locations!,@khanson_Security Engineer,89,2024-05-31
593,150,LinkedIn,Terraform provider available?,@bonnierobinson_CTO,29,2024-06-01
594,151,Twitter,Terraform provider available?,@angelahayes_Cloud Architect,18,2024-05-05
595,151,Twitter,Pricing for enterprises?,@jjackson_CTO,75,2024-05-04
596,151,Twitter,Pricing for enterprises?,@fhood_Security Engineer,38,2024-05-06
597,152,Twitter,SIEM compatibility issues in v2.1,@penningtonmichael_Cloud Architect,91,2025-01-09
598,152,Twitter,IaC integration works flawlessly,@dbowers_CTO,75,2025-01-09
599,152,Twitter,IaC integration works flawlessly,@sbautista_CTO,30,2025-01-09
600,152,Twitter,Deployed this across our 44 locations!,@hlopez_CTO,86,2025-01-08
601,152,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@bruce96_CTO,49,2025-01-09
602,153,Facebook,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@gibsonteresa_CTO,3,2024-08-04
603,153,Facebook,Deployed this across our 19 locations!,@cindy40_CTO,83,2024-08-04
604,153,Facebook,LLM integration works flawlessly,@charlesreed_Cloud Architect,19,2024-08-06
605,153,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@amanda09_CIO,61,2024-08-06
606,153,Facebook,"SLA breach during {fake.random_element(['migration','pen test'])}",@vreynolds_CIO,48,2024-08-06
607,154,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@gjohnson_CIO,11,2024-05-03
608,154,Twitter,Deployed this across our 37 locations!,@raymegan_CTO,69,2024-05-04
609,154,Twitter,Deployed this across our 30 locations!,@sarahsimmons_CTO,12,2024-05-03
610,154,Twitter,Zero Trust integration works flawlessly,@tmckee_CIO,38,2024-05-02
611,154,Twitter,Deployed this across our 36 locations!,@gregory74_Cloud Architect,55,2024-05-03
612,155,Facebook,Pricing for non-profits?,@skinnerclaudia_CIO,87,2024-06-29
613,155,Facebook,Kubernetes integration works flawlessly,@amberrobertson_CTO,87,2024-06-27
614,155,Facebook,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@perrycrystal_CTO,54,2024-06-28
615,155,Facebook,Pricing for enterprises?,@amyers_Cloud Architect,83,2024-06-27
616,156,Twitter,Zero Trust integration works flawlessly,@fbell_Cloud Architect,15,2024-06-18
617,156,Twitter,Pricing for enterprises?,@mtyler_CIO,47,2024-06-17
618,156,Twitter,Zero Trust integration works flawlessly,@obenson_Security Engineer,50,2024-06-17
619,156,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@jkennedy_Cloud Architect,59,2024-06-19
620,156,Twitter,Terraform provider available?,@ryanfletcher_Security Engineer,20,2024-06-18
621,157,Facebook,SIEM integration works flawlessly,@nwise_Security Engineer,56,2024-09-15
622,157,Facebook,Zero Trust integration works flawlessly,@ngomez_Security Engineer,49,2024-09-15
623,157,Facebook,Kubernetes integration works flawlessly,@tammybuck_Cloud Architect,54,2024-09-15
624,157,Facebook,Terraform provider available?,@ldouglas_Security Engineer,40,2024-09-16
625,158,LinkedIn,Deployed this across our 17 locations!,@deborah76_CIO,29,2024-06-28
626,158,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@james62_Cloud Architect,55,2024-06-28
627,158,LinkedIn,Pricing for enterprises?,@xkelly_Cloud Architect,80,2024-06-27
628,158,LinkedIn,Pricing for enterprises?,@williamlane_CIO,48,2024-06-29
629,159,LinkedIn,Pricing for enterprises?,@lopezdarrell_CIO,88,2024-12-31
630,159,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@hguzman_Security Engineer,51,2024-12-29
631,159,LinkedIn,LLM compatibility issues in v2.1,@michealbarajas_Security Engineer,95,2024-12-31
632,160,LinkedIn,Terraform provider available?,@obeasley_CIO,79,2024-08-19
633,160,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@eugene98_Security Engineer,20,2024-08-19
634,160,LinkedIn,LLM integration works flawlessly,@xleach_Security Engineer,49,2024-08-17
635,161,Twitter,SIEM integration works flawlessly,@jonesjoel_CIO,98,2024-12-28
636,161,Twitter,Terraform provider available?,@robert71_Cloud Architect,58,2024-12-28
637,161,Twitter,Deployed this across our 47 locations!,@chrisanderson_Cloud Architect,88,2024-12-28
638,161,Twitter,Deployed this across our 24 locations!,@tfisher_CIO,84,2024-12-29
639,162,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@burtonnicole_CIO,72,2025-03-11
640,162,LinkedIn,Pricing for enterprises?,@llopez_Cloud Architect,11,2025-03-10
641,162,LinkedIn,Terraform provider available?,@rramsey_Cloud Architect,93,2025-03-10
642,163,LinkedIn,Terraform provider available?,@amoore_Cloud Architect,28,2024-05-16
643,163,LinkedIn,Zero Trust integration works flawlessly,@bbennett_CIO,96,2024-05-16
644,163,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@zcarpenter_CIO,4,2024-05-18
645,163,LinkedIn,SIEM integration works flawlessly,@guybrown_CIO,88,2024-05-18
646,164,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@julia51_CIO,2,2025-03-06
647,164,Twitter,Pricing for enterprises?,@stoutjames_CIO,11,2025-03-05
648,164,Twitter,Deployed this across our 47 locations!,@fmcgee_CIO,10,2025-03-05
649,164,Twitter,Pricing for enterprises?,@lponce_Cloud Architect,99,2025-03-05
650,164,Twitter,Terraform provider available?,@tracey42_CIO,17,2025-03-04
651,165,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@yprice_Security Engineer,55,2024-06-26
652,165,LinkedIn,Deployed this across our 43 locations!,@toddjohnson_CIO,9,2024-06-26
653,165,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@snowcarla_Security Engineer,18,2024-06-27
654,165,LinkedIn,Terraform provider available?,@mdavis_Security Engineer,17,2024-06-27
655,165,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@alexissimmons_CTO,79,2024-06-27
656,166,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@hallkathleen_CIO,13,2024-09-05
657,166,LinkedIn,SIEM compatibility issues in v3.0,@ericahoward_CTO,20,2024-09-06
658,166,LinkedIn,Deployed this across our 27 locations!,@benjamincarter_Security Engineer,77,2024-09-05
659,166,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@lauren68_CTO,83,2024-09-07
660,166,LinkedIn,LLM compatibility issues in v2.1,@jonathan18_CIO,48,2024-09-06
661,167,LinkedIn,Terraform provider available?,@robertjohnson_CIO,68,2024-12-24
662,167,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@dmcknight_CTO,62,2024-12-22
663,167,LinkedIn,Deployed this across our 46 locations!,@wagnerjames_CTO,6,2024-12-24
664,167,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@mariahchase_Security Engineer,90,2024-12-23
665,167,LinkedIn,Pricing for non-profits?,@dennismiller_Cloud Architect,4,2024-12-24
666,168,Facebook,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@emily84_CIO,63,2024-12-14
667,168,Facebook,Pricing for non-profits?,@fosterronald_CIO,92,2024-12-13
668,168,Facebook,Kubernetes integration works flawlessly,@meganlane_Security Engineer,3,2024-12-13
669,169,LinkedIn,Kubernetes integration works flawlessly,@randolphmarissa_CTO,22,2024-07-15
670,169,LinkedIn,Pricing for enterprises?,@williamskimberly_CTO,72,2024-07-17
671,169,LinkedIn,Pricing for non-profits?,@john27_Cloud Architect,62,2024-07-15
672,169,LinkedIn,Terraform provider available?,@castillogloria_CTO,78,2024-07-17
673,170,Twitter,LLM integration works flawlessly,@hernandezdevin_CIO,49,2024-09-16
674,170,Twitter,LLM integration works flawlessly,@istevenson_Security Engineer,41,2024-09-16
675,170,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@yblack_CTO,22,2024-09-14
676,170,Twitter,LLM compatibility issues in v3.0,@stanleydaniel_CTO,49,2024-09-14
677,171,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@jacobjohnson_CTO,36,2025-02-11
678,171,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@james85_Cloud Architect,77,2025-02-11
679,171,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@charlesfoster_Cloud Architect,58,2025-02-12
680,172,Twitter,Terraform provider available?,@joshua74_Security Engineer,46,2024-05-26
681,172,Twitter,"SLA breach during {fake.random_element(['migration','pen test'])}",@ryan60_Security Engineer,59,2024-05-24
682,172,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@michaelraymond_CIO,28,2024-05-24
683,172,Twitter,Pricing for enterprises?,@kristy32_CIO,2,2024-05-25
684,172,Twitter,Zero Trust integration works flawlessly,@brent38_Security Engineer,30,2024-05-26
685,173,LinkedIn,Deployed this across our 38 locations!,@paulfaulkner_Cloud Architect,94,2024-06-02
686,173,LinkedIn,SIEM integration works flawlessly,@jacob54_CIO,21,2024-06-03
687,173,LinkedIn,Deployed this across our 49 locations!,@jfuller_CTO,83,2024-06-03
688,174,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@judithchandler_CTO,95,2024-12-10
689,174,Twitter,Pricing for enterprises?,@fwilkinson_CTO,52,2024-12-11
690,174,Twitter,Deployed this across our 18 locations!,@keith40_Security Engineer,54,2024-12-12
691,175,Twitter,SIEM integration works flawlessly,@ggomez_Cloud Architect,98,2024-08-11
692,175,Twitter,Kubernetes integration works flawlessly,@dave34_CIO,57,2024-08-13
693,175,Twitter,Deployed this across our 49 locations!,@betty95_CTO,42,2024-08-12
694,176,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@connor61_Cloud Architect,43,2025-04-09
695,176,LinkedIn,SIEM integration works flawlessly,@mejiajennifer_Cloud Architect,32,2025-04-08
696,176,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@gtorres_CTO,40,2025-04-09
697,176,LinkedIn,Terraform provider available?,@ashleymiller_Security Engineer,6,2025-04-08
698,176,LinkedIn,Deployed this across our 47 locations!,@rrogers_CTO,37,2025-04-07
699,177,Facebook,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@victoria49_CIO,72,2025-01-15
700,177,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@alexanderbryant_CIO,11,2025-01-15
701,177,Facebook,Zero Trust integration works flawlessly,@brennanlisa_Security Engineer,63,2025-01-17
702,177,Facebook,Pricing for non-profits?,@ebeck_Security Engineer,28,2025-01-17
703,177,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@megan70_Security Engineer,19,2025-01-16
704,178,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@matthewjordan_Cloud Architect,37,2024-09-12
705,178,LinkedIn,SIEM integration works flawlessly,@ellisamanda_Cloud Architect,86,2024-09-11
706,178,LinkedIn,Deployed this across our 45 locations!,@vblair_CIO,58,2024-09-10
707,178,LinkedIn,Deployed this across our 41 locations!,@derek59_Cloud Architect,81,2024-09-10
708,179,Twitter,Deployed this across our 44 locations!,@kelliwallace_Security Engineer,56,2024-04-24
709,179,Twitter,LLM integration works flawlessly,@zcoleman_Security Engineer,48,2024-04-22
710,179,Twitter,Terraform provider available?,@reeddavid_Cloud Architect,88,2024-04-23
711,179,Twitter,Deployed this across our 47 locations!,@jsmith_Cloud Architect,27,2024-04-22
712,179,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@hudsonmichael_Cloud Architect,76,2024-04-24
713,180,Twitter,Kubernetes compatibility issues in v2.1,@zachary13_Security Engineer,34,2025-02-22
714,180,Twitter,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@powellkristy_CTO,73,2025-02-21
715,180,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@sullivanmegan_CIO,10,2025-02-22
716,180,Twitter,Deployed this across our 33 locations!,@sarapratt_Security Engineer,5,2025-02-22
717,180,Twitter,"SLA breach during {fake.random_element(['migration','pen test'])}",@yolandasmith_Cloud Architect,80,2025-02-20
718,181,Facebook,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@kgreen_CIO,53,2025-03-26
719,181,Facebook,Kubernetes integration works flawlessly,@iavery_Security Engineer,95,2025-03-26
720,181,Facebook,SIEM integration works flawlessly,@lynnkatie_Security Engineer,87,2025-03-27
721,181,Facebook,Terraform provider available?,@evanskelli_CIO,1,2025-03-26
722,181,Facebook,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@courtneypruitt_Cloud Architect,30,2025-03-27
723,182,LinkedIn,Zero Trust integration works flawlessly,@joshuanelson_CTO,84,2024-08-16
724,182,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@charles61_CTO,85,2024-08-17
725,182,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@hthompson_CIO,15,2024-08-17
726,182,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@jeffrey00_Security Engineer,52,2024-08-18
727,183,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@lhartman_CIO,88,2024-10-19
728,183,LinkedIn,LLM compatibility issues in v2.1,@christina66_Cloud Architect,70,2024-10-19
729,183,LinkedIn,Pricing for non-profits?,@christopherhubbard_CIO,68,2024-10-21
730,183,LinkedIn,Deployed this across our 30 locations!,@jasonbeck_Cloud Architect,92,2024-10-21
731,184,Twitter,Pricing for non-profits?,@aparks_Cloud Architect,23,2025-03-30
732,184,Twitter,Pricing for non-profits?,@jessicajones_Cloud Architect,10,2025-03-28
733,184,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@herbert77_CTO,75,2025-03-28
734,184,Twitter,Zero Trust integration works flawlessly,@christopherquinn_Cloud Architect,56,2025-03-30
735,185,LinkedIn,Terraform provider available?,@cwillis_Security Engineer,93,2024-05-02
736,185,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@tiffanyjackson_CTO,2,2024-05-02
737,185,LinkedIn,Terraform provider available?,@troy09_Cloud Architect,60,2024-05-04
738,186,Facebook,Terraform provider available?,@brooksdebra_Security Engineer,90,2025-04-02
739,186,Facebook,Terraform provider available?,@eric15_CTO,63,2025-04-02
740,186,Facebook,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@amurillo_CIO,92,2025-04-03
741,186,Facebook,Zero Trust compatibility issues in v2.1,@gibbsanthony_CTO,95,2025-04-03
742,187,LinkedIn,Pricing for enterprises?,@jacksonglenda_CIO,34,2024-10-20
743,187,LinkedIn,Kubernetes integration works flawlessly,@stevenjones_Security Engineer,76,2024-10-18
744,187,LinkedIn,Pricing for non-profits?,@donaldrobinson_CIO,22,2024-10-18
745,188,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@michaelthompson_CTO,63,2024-11-12
746,188,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@mchapman_CIO,42,2024-11-11
747,188,LinkedIn,SIEM integration works flawlessly,@mathewwilliams_Cloud Architect,38,2024-11-13
748,188,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@powellkimberly_CTO,62,2024-11-13
749,188,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@wdouglas_Security Engineer,90,2024-11-11
750,189,LinkedIn,Terraform provider available?,@jaclyncunningham_Cloud Architect,81,2024-09-04
751,189,LinkedIn,Terraform provider available?,@dana12_CTO,35,2024-09-04
752,189,LinkedIn,Pricing for enterprises?,@sherifernandez_Security Engineer,61,2024-09-05
753,190,LinkedIn,Deployed this across our 40 locations!,@flee_Security Engineer,35,2024-06-12
754,190,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@asherman_CTO,58,2024-06-11
755,190,LinkedIn,Pricing for enterprises?,@bonnieturner_Security Engineer,89,2024-06-12
756,190,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@amandamoore_CTO,5,2024-06-12
757,191,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@schmidteric_Cloud Architect,59,2025-01-15
758,191,Twitter,Zero Trust integration works flawlessly,@gcook_CIO,17,2025-01-14
759,191,Twitter,Pricing for non-profits?,@michaelmoore_CIO,44,2025-01-16
760,191,Twitter,Deployed this across our 44 locations!,@nathan80_CTO,81,2025-01-16
761,192,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@jillianmurray_CTO,35,2024-06-01
762,192,Twitter,Pricing for non-profits?,@vvaldez_CIO,24,2024-05-31
763,192,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@nwright_CTO,50,2024-05-31
764,192,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@ashleybarrett_CTO,36,2024-05-31
765,192,Twitter,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@mwilson_CTO,58,2024-06-01
766,193,LinkedIn,Deployed this across our 49 locations!,@zscott_CIO,59,2024-04-26
767,193,LinkedIn,Deployed this across our 35 locations!,@fostereric_CTO,28,2024-04-25
768,193,LinkedIn,Deployed this across our 40 locations!,@smendoza_Security Engineer,3,2024-04-26
769,194,LinkedIn,IaC compatibility issues in v2.1,@dodsonrandy_CIO,45,2024-07-03
770,194,LinkedIn,Pricing for non-profits?,@lsmith_CIO,71,2024-07-04
771,194,LinkedIn,Terraform provider available?,@jmeyers_CIO,57,2024-07-04
772,194,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@dhunter_Cloud Architect,18,2024-07-03
773,194,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@sarah04_CTO,39,2024-07-03
774,195,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@daniel04_Cloud Architect,69,2024-12-22
775,195,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@lferguson_CIO,56,2024-12-22
776,195,LinkedIn,Deployed this across our 38 locations!,@obriendaniel_Security Engineer,23,2024-12-22
777,195,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@miguelle_Cloud Architect,15,2024-12-22
778,195,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@kmurphy_CTO,74,2024-12-22
779,196,LinkedIn,LLM integration works flawlessly,@larsenjoshua_Cloud Architect,43,2024-05-30
780,196,LinkedIn,Deployed this across our 13 locations!,@raymonddavidson_CIO,81,2024-05-30
781,196,LinkedIn,LLM integration works flawlessly,@lgrimes_CIO,32,2024-05-31
782,196,LinkedIn,Pricing for enterprises?,@alvaradokayla_Cloud Architect,70,2024-06-01
783,196,LinkedIn,Pricing for enterprises?,@cartercole_CTO,65,2024-05-31
784,197,Twitter,"SLA breach during {fake.random_element(['migration','pen test'])}",@marmstrong_CTO,9,2024-09-04
785,197,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@cassandra11_Cloud Architect,73,2024-09-04
786,197,Twitter,"SLA breach during {fake.random_element(['migration','pen test'])}",@james11_CIO,47,2024-09-02
787,197,Twitter,LLM integration works flawlessly,@nunezmary_CIO,30,2024-09-02
788,197,Twitter,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@garciatracey_Cloud Architect,74,2024-09-03
789,198,LinkedIn,"Support ticket #{fake.random_int(1000,9999)} still unresolved",@glovertara_Cloud Architect,58,2024-07-26
790,198,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@natalie73_Security Engineer,41,2024-07-25
791,198,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@joseph53_Security Engineer,10,2024-07-27
792,198,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@jesusnguyen_Cloud Architect,86,2024-07-25
793,199,LinkedIn,"Roadmap for {fake.random_element(['FedRAMP','GDPR'])} certification?",@dawsonnicholas_CTO,81,2025-01-24
794,199,LinkedIn,"Our {fake.random_element(['auditors','board'])} loved the compliance features",@rmatthews_Cloud Architect,42,2025-01-24
795,199,LinkedIn,Terraform provider available?,@jenniferleblanc_Cloud Architect,75,2025-01-23
796,199,LinkedIn,Kubernetes integration works flawlessly,@wlopez_Security Engineer,99,2025-01-23
797,199,LinkedIn,"SLA breach during {fake.random_element(['migration','pen test'])}",@brandon29_Cloud Architect,6,2025-01-23
